datetime,BTC-USD,cash,commission,total,returns,equity_curve,drawdown
2019-01-01,0.0,100000.0,0.0,100000.0,,,
2019-02-16,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-02-17,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-02-18,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-02-19,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-02-20,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-02-21,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-02-22,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-02-23,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-02-24,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-02-25,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-02-26,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-02-27,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-02-28,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-03-01,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-03-02,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-03-03,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-03-04,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-03-05,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-03-06,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-03-07,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-03-08,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-03-09,3963.313721,96097.568408,1.3,100060.882129,0.0006088212899999501,1.00060882129,0.0
2019-03-10,3951.599854,96097.568408,1.3,100049.168262,-0.00011706739687644685,1.0004916826199999,0.00011713867000007205
2019-03-11,3905.227295,96097.568408,1.3,100002.79570300001,-0.00046349769623832415,1.00002795703,0.0005808642600000358
2019-03-12,3909.15625,96097.568408,1.3,100006.724658,3.9288451611607655e-05,1.00006724658,0.0005415747099999368
2019-03-13,3906.717285,96097.568408,1.3,100004.28569300001,-2.4388009989717574e-05,1.00004285693,0.0005659643600000042
2019-03-14,3924.3691409999997,96097.568408,1.3,100021.93754900001,0.00017651099528048775,1.0002193754899997,0.000389445800000221
2019-03-15,3960.9111329999996,96097.568408,1.3,100058.47954100001,0.0003653397734082464,1.0005847954099998,2.402588000016692e-05
2019-03-16,0.0,100057.179541,2.6,100057.179541,-1.2992402102951495e-05,1.0005717954099997,3.702588000020768e-05
2019-03-17,4025.229004,96007.153711,3.9000000000000004,100032.382715,-0.0002478265539140878,1.0003238271499997,0.000284994140000272
2019-03-18,4032.507324,96007.153711,3.9000000000000004,100039.66103500001,7.275963845376765e-05,1.0003966103499997,0.00021221094000023477
2019-03-19,4071.190186,96007.153711,3.9000000000000004,100078.34389700001,0.00038667526058966395,1.0007834389699999,0.0
2019-03-20,4087.476318,96007.153711,3.9000000000000004,100094.630029,0.00016273382797726832,1.0009463002899996,0.0
2019-03-21,4029.326904,96007.153711,3.9000000000000004,100036.48061500001,-0.000580944392153282,1.0003648061499997,0.0005814941399999718
2019-03-22,4023.968262,96007.153711,3.9000000000000004,100031.121973,-5.356687847335451e-05,1.0003112197299997,0.0006350805599999454
2019-03-23,4035.8264159999994,96007.153711,3.9000000000000004,100042.980127,0.00011854464656702035,1.0004298012699997,0.0005164990199999497
2019-03-24,4022.1682130000004,96007.153711,3.9000000000000004,100029.321924,-0.0001365233520899123,1.0002932192399996,0.0006530810500000594
2019-03-25,3963.070557,96007.153711,3.9000000000000004,99970.224268,-0.0005908033250979772,0.9997022426799996,0.0012440576100000156
2019-03-26,3985.080811,96007.153711,3.9000000000000004,99992.23452200001,0.0002201680966624764,0.9999223452199997,0.001023955069999971
2019-03-27,4087.0661619999996,96007.153711,3.9000000000000004,100094.21987300001,0.0010199327126503288,1.0009421987299996,4.10156000008044e-06
2019-03-28,4069.107178,96007.153711,3.9000000000000004,100076.26088900001,-0.00017942078995958344,1.0007626088899995,0.00018369140000018547
2019-03-29,4098.374511999999,96007.153711,3.9000000000000004,100105.528223,0.0002924503147898605,1.0010552822299992,0.0
2019-03-30,4106.660156,96007.153711,3.9000000000000004,100113.813867,8.276909524451703e-05,1.0011381386699991,0.0
2019-03-31,4105.404297,96007.153711,3.9000000000000004,100112.558008,-1.254431283248536e-05,1.0011255800799992,1.2558589999933645e-05
2019-04-01,4158.183105,96007.153711,3.9000000000000004,100165.33681600001,0.0005271946801697069,1.0016533681599993,0.0
2019-04-02,4879.87793,96007.153711,3.9000000000000004,100887.03164100001,0.007205035673425897,1.0088703164099992,0.0
2019-04-03,4973.021973,96007.153711,3.9000000000000004,100980.175684,0.0009232509023699986,1.009801756839999,0.0
2019-04-04,4922.798828,96007.153711,3.9000000000000004,100929.952539,-0.0004973564826937782,1.0092995253899992,0.0005022314499998348
2019-04-05,5036.681152,96007.153711,3.9000000000000004,101043.83486300001,0.0011283303036926373,1.0104383486299993,0.0
2019-04-06,5059.817383,96007.153711,3.9000000000000004,101066.97109400001,0.0002289722181603171,1.0106697109399994,0.0
2019-04-07,5198.896973,96007.153711,3.9000000000000004,101206.050684,0.0013761131702525464,1.0120605068399993,0.0
2019-04-08,5289.770996,96007.153711,3.9000000000000004,101296.92470700001,0.0008979109686213516,1.0129692470699994,0.0
2019-04-09,5204.958496,96007.153711,3.9000000000000004,101212.11220700001,-0.0008372662866649172,1.0121211220699993,0.0008481250000000884
2019-04-10,5324.551758,96007.153711,3.9000000000000004,101331.70546900001,0.0011816101787838207,1.0133170546899992,0.0
2019-04-11,5064.487793,96007.153711,3.9000000000000004,101071.641504,-0.0025664619360380447,1.0107164150399992,0.002600639650000014
2019-04-12,5089.539063,96007.153711,3.9000000000000004,101096.69277400001,0.0002478565661667709,1.0109669277399993,0.00235012694999992
2019-04-13,5096.586426,96007.153711,3.9000000000000004,101103.740137,6.97091349539658e-05,1.0110374013699992,0.002279653320000019
2019-04-14,5167.722168,96007.153711,3.9000000000000004,101174.875879,0.0007035915971418394,1.0117487587899991,0.0015682959000000718
2019-04-15,5067.108397999999,96007.153711,3.9000000000000004,101074.262109,-0.0009944540986670525,1.0107426210899992,0.0025744335999999812
2019-04-16,5235.55957,96007.153711,3.9000000000000004,101242.713281,0.0016666079819445123,1.0124271328099994,0.000889921879999811
2019-04-17,5251.937988000001,96007.153711,3.9000000000000004,101259.09169900001,0.00016177379555748495,1.0125909169899994,0.0007261376999998514
2019-04-18,5298.385742,96007.153711,3.9000000000000004,101305.539453,0.00045870206043385764,1.0130553945299994,0.0002616601599998436
2019-04-19,5303.8125,96007.153711,3.9000000000000004,101310.966211,5.356822567947894e-05,1.0131096621099993,0.0002073925799999099
2019-04-20,5337.88623,96007.153711,3.9000000000000004,101345.03994100001,0.00033632815157491613,1.0134503994099995,0.0
2019-04-21,5314.53125,96007.153711,3.9000000000000004,101321.684961,-0.00023045015339284713,1.0132168496099994,0.00023354980000012127
2019-04-22,5399.365234000001,96007.153711,3.9000000000000004,101406.518945,0.0008372737191713053,1.0140651894499995,0.0
2019-04-23,5572.361816,96007.153711,3.9000000000000004,101579.51552700001,0.0017059710144851081,1.0157951552699995,0.0
2019-04-24,5464.866699,96007.153711,3.9000000000000004,101472.02041000001,-0.001058236165454307,1.0147202040999996,0.0010749511699998937
2019-04-25,5210.515625,96007.153711,3.9000000000000004,101217.669336,-0.0025066128867080595,1.0121766933599996,0.003618461909999926
2019-04-26,5279.348145,96007.153711,3.9000000000000004,101286.501856,0.0006800445065722194,1.0128650185599994,0.0029301367100000864
2019-04-27,5268.291015999999,96007.153711,3.9000000000000004,101275.44472700001,-0.00010916685636663814,1.0127544472699994,0.003040708000000114
2019-04-28,5285.13916,96007.153711,3.9000000000000004,101292.29287100001,0.0001663596150618396,1.0129229287099994,0.0028722265600000796
2019-04-29,5247.352539,96007.153711,3.9000000000000004,101254.50625,-0.00037304537126170434,1.0125450624999994,0.0032500927700001014
2019-04-30,5350.726563,96007.153711,3.9000000000000004,101357.88027400001,0.0010209325770131894,1.0135788027399995,0.0022163525300000764
2019-05-01,5402.697265999999,96007.153711,3.9000000000000004,101409.85097700001,0.0005127445725927604,1.0140985097699995,0.001696645500000038
2019-05-02,5505.283691,96007.153711,3.9000000000000004,101512.43740200001,0.0010116021669657194,1.0151243740199996,0.0006707812499999743
2019-05-03,5768.289551,96007.153711,3.9000000000000004,101775.443262,0.002590873263720983,1.0177544326199994,0.0
2019-05-04,5831.16748,96007.153711,3.9000000000000004,101838.32119100001,0.000617810416586817,1.0183832119099994,0.0
2019-05-05,5795.708496,96007.153711,3.9000000000000004,101802.86220700001,-0.00034818900768696093,1.0180286220699994,0.0003545898399999192
2019-05-06,5746.807129,96007.153711,3.9000000000000004,101753.96084,-0.0004803535572563966,1.0175396083999992,0.0008436035100001238
2019-05-07,5829.501465,96007.153711,3.9000000000000004,101836.655176,0.0008126891112378853,1.0183665517599991,1.666015000023613e-05
2019-05-08,5982.45752,96007.153711,3.9000000000000004,101989.611231,0.0015019744583681938,1.0198961123099992,0.0
2019-05-09,6174.528809,96007.153711,3.9000000000000004,102181.68252,0.0018832436625821902,1.0218168251999993,0.0
2019-05-10,6378.849121,96007.153711,3.9000000000000004,102386.00283200001,0.0019995786618607347,1.0238600283199994,0.0
2019-05-11,7204.771484000001,96007.153711,3.9000000000000004,103211.925195,0.008066750729151861,1.0321192519499993,0.0
2019-05-12,6972.371581999999,96007.153711,3.9000000000000004,102979.525293,-0.002251676844133299,1.0297952529299994,0.0023239990199999117
2019-05-13,7814.915039,96007.153711,3.9000000000000004,103822.06875,0.008181659942622321,1.0382206874999993,0.0
2019-05-14,7994.416015999999,96007.153711,3.9000000000000004,104001.56972700001,0.0017289289181112721,1.0400156972699994,0.0
2019-05-15,8205.167969,96007.153711,3.9000000000000004,104212.32168000001,0.0020264305005512906,1.0421232167999994,0.0
2019-05-16,7884.90918,96007.153711,3.9000000000000004,103892.06289100001,-0.0030731374547379176,1.0389206289099995,0.0032025878899999416
2019-05-17,7343.895508,96007.153711,3.9000000000000004,103351.04921900001,-0.005207459135426085,1.0335104921899996,0.008612724609999844
2019-05-18,7271.208008,96007.153711,3.9000000000000004,103278.36171900001,-0.0007033068415781552,1.0327836171899996,0.00933959960999986
2019-05-19,8197.689453,96007.153711,3.9000000000000004,104204.843164,0.008970721742476595,1.0420484316399996,7.478515999981283e-05
2019-05-20,7978.309081999999,96007.153711,3.9000000000000004,103985.462793,-0.0021052799883277684,1.0398546279299996,0.0022685888699998102
2019-05-21,7963.327637,96007.153711,3.9000000000000004,103970.481348,-0.00014407249434300606,1.0397048134799995,0.0024184033199998733
2019-05-22,7680.066406,96007.153711,3.9000000000000004,103687.220117,-0.0027244389689020654,1.0368722011699996,0.005251015629999856
2019-05-23,7881.84668,96007.153711,3.9000000000000004,103889.00039100001,0.0019460476785115866,1.0388900039099997,0.0032332128899996704
2019-05-24,7987.371581999999,96007.153711,3.9000000000000004,103994.525293,0.0010157466296030204,1.0399452529299995,0.0021779638699999104
2019-05-25,8052.543945,96007.153711,3.9000000000000004,104059.697656,0.0006266903264031676,1.0405969765599996,0.0015262402399998098
2019-05-26,8673.21582,96007.153711,3.9000000000000004,104680.369531,0.005964575037031183,1.0468036953099995,0.0
2019-05-27,8805.77832,96007.153711,3.9000000000000004,104812.932031,0.0012663549106095573,1.0481293203099995,0.0
2019-05-28,8719.961914,96007.153711,3.9000000000000004,104727.115625,-0.000818757803422776,1.0472711562499994,0.0008581640600000551
2019-05-29,8659.487305,96007.153711,3.9000000000000004,104666.64101600001,-0.0005774493896741895,1.0466664101599994,0.0014629101500001074
2019-05-30,8319.472656,96007.153711,3.9000000000000004,104326.626367,-0.003248548398032791,1.0432662636699994,0.004863056640000085
2019-05-31,8574.501953,96007.153711,3.9000000000000004,104581.655664,0.0024445274028401798,1.0458165566399995,0.0023127636699999954
2019-06-01,8564.016602,96007.153711,3.9000000000000004,104571.17031300001,-0.0001002599445708574,1.0457117031299994,0.002417617180000109
2019-06-02,8742.958008,96007.153711,3.9000000000000004,104750.11171900001,0.001711192534848749,1.0475011171899995,0.0006282031200000038
2019-06-03,8208.995117,96007.153711,3.9000000000000004,104216.148828,-0.0050974923294822005,1.0421614882799994,0.005967832030000064
2019-06-04,7707.770995999999,96007.153711,3.9000000000000004,103714.924707,-0.004809466926543604,1.0371492470699992,0.010980073240000277
2019-06-05,7824.231445,96007.153711,3.9000000000000004,103831.385156,0.00112288997296206,1.0383138515599992,0.009815468750000278
2019-06-06,7822.023437999999,96007.153711,3.9000000000000004,103829.17714900001,-2.1265313919105466e-05,1.0382917714899993,0.009837548820000208
2019-06-07,8043.951172,96007.153711,3.9000000000000004,104051.104883,0.00213743130874966,1.0405110488299991,0.007618271480000383
2019-06-08,7954.12793,96007.153711,3.9000000000000004,103961.28164100001,-0.0008632608188159363,1.0396128164099991,0.00851650390000036
2019-06-09,7688.077148,96007.153711,3.9000000000000004,103695.230859,-0.0025591333408021555,1.036952308589999,0.011177011720000518
2019-06-10,8000.32959,96007.153711,3.9000000000000004,104007.483301,0.003011251717300212,1.0400748330099991,0.008054487300000357
2019-06-11,7927.714355,96007.153711,3.9000000000000004,103934.86806600001,-0.0006981731765380861,1.0393486806599992,0.00878063965000031
2019-06-12,8145.857422,96007.153711,3.9000000000000004,104153.011133,0.002098843930426364,1.041530111329999,0.006599208980000437
2019-06-13,8230.923828,96007.153711,3.9000000000000004,104238.077539,0.0008167445671960483,1.042380775389999,0.005748544920000542
2019-06-14,8693.833008,96007.153711,3.9000000000000004,104700.98671900001,0.004440883705158605,1.047009867189999,0.001119453120000502
2019-06-15,8838.375,96007.153711,3.9000000000000004,104845.528711,0.0013805217747175913,1.048455287109999,0.0
2019-06-16,8994.488281,96007.153711,3.9000000000000004,105001.641992,0.0014889836783626986,1.0500164199199988,0.0
2019-06-17,9320.352539,96007.153711,3.9000000000000004,105327.50625,0.0031034205924591607,1.0532750624999987,0.0
2019-06-18,9081.762695,96007.153711,3.9000000000000004,105088.916406,-0.0022652187685303637,1.0508891640599987,0.002385898440000034
2019-06-19,9273.521484,96007.153711,3.9000000000000004,105280.675195,0.0018247289586579285,1.0528067519499988,0.0004683105499998508
2019-06-20,9527.160156,96007.153711,3.9000000000000004,105534.313867,0.002409166464122814,1.0553431386699987,0.0
2019-06-21,10144.556641,96007.153711,3.9000000000000004,106151.71035200001,0.005850196607883218,1.0615171035199988,0.0
2019-06-22,10701.691406,96007.153711,3.9000000000000004,106708.845117,0.005248476573316951,1.0670884511699987,0.0
2019-06-23,10855.371094,96007.153711,3.9000000000000004,106862.52480500001,0.0014401775956951468,1.0686252480499987,0.0
2019-06-24,11011.102539,96007.153711,3.9000000000000004,107018.25625,0.0014573064344509667,1.0701825624999988,0.0
2019-06-25,11790.916992,96007.153711,3.9000000000000004,107798.070703,0.007286742284216663,1.077980707029999,0.0
2019-06-26,13016.231445,96007.153711,3.9000000000000004,109023.385156,0.011366756798235622,1.090233851559999,0.0
2019-06-27,11182.806641,96007.153711,3.9000000000000004,107189.96035200001,-0.016816803123261836,1.071899603519999,0.018334248039999945
2019-06-28,12407.332031,96007.153711,3.9000000000000004,108414.485742,0.011423881359586163,1.084144857419999,0.00608899413999997
2019-06-29,11959.371094,96007.153711,3.9000000000000004,107966.52480500001,-0.004131928809458452,1.079665248049999,0.010568603509999885
2019-06-30,10817.155273,96007.153711,3.9000000000000004,106824.308984,-0.010579351544962479,1.068243089839999,0.02199076171999992
2019-07-01,10583.134766,96007.153711,3.9000000000000004,106590.28847700001,-0.002190704617944683,1.0659028847699992,0.024330966789999797
2019-07-02,10801.677734,96007.153711,3.9000000000000004,106808.831445,0.0020503084391891857,1.0680883144499993,0.02214553710999967
2019-07-03,11961.269531,96007.153711,3.9000000000000004,107968.423242,0.01085670333915334,1.0796842324199993,0.010549619139999633
2019-07-04,11215.4375,96007.153711,3.9000000000000004,107222.591211,-0.0069078718444215426,1.0722259121099993,0.018007939449999677
2019-07-05,10978.459961,96007.153711,3.9000000000000004,106985.613672,-0.0022101456075954706,1.0698561367199992,0.020377714839999728
2019-07-06,11208.550781,96007.153711,3.9000000000000004,107215.704492,0.0021506706565745937,1.0721570449199993,0.018076806639999665
2019-07-07,11450.84668,96007.153711,3.9000000000000004,107458.00039100001,0.002259891870766806,1.0745800039099993,0.015653847649999664
2019-07-08,12285.958008,96007.153711,3.9000000000000004,108293.11171900001,0.007771513753851211,1.0829311171899993,0.0073027343699996194
2019-07-09,12573.8125,96007.153711,3.9000000000000004,108580.966211,0.0026581052795575655,1.0858096621099993,0.0044241894499996715
2019-07-10,12156.512695,96007.153711,3.9000000000000004,108163.666406,-0.0038432132220032056,1.0816366640599993,0.008597187499999714
2019-07-11,11358.662109,96007.153711,3.9000000000000004,107365.81582,-0.007376327120839354,1.0736581581999993,0.016575693359999644
2019-07-12,11815.986328,96007.153711,3.9000000000000004,107823.140039,0.004259495589981066,1.0782314003899993,0.01200245116999965
2019-07-13,11392.378906,96007.153711,3.9000000000000004,107399.532617,-0.003928724593318056,1.0739953261699993,0.016238525389999703
2019-07-14,10256.058594,96007.153711,3.9000000000000004,106263.21230500001,-0.010580309656022968,1.0626321230499993,0.027601728509999646
2019-07-15,10895.089844,96007.153711,3.9000000000000004,106902.24355500001,0.006013663958942095,1.0690224355499993,0.02121141600999965
2019-07-16,9477.641602,96007.153711,3.9000000000000004,105484.79531300001,-0.013259293676757489,1.0548479531299992,0.03538589842999973
2019-07-17,9693.802734,96007.153711,3.9000000000000004,105700.956445,0.002049216016001054,1.0570095644499993,0.033224287109999695
2019-07-18,10666.482422,96007.153711,3.9000000000000004,106673.636133,0.009202184357774756,1.0667363613299994,0.023497490229999585
2019-07-19,10530.732422,96007.153711,3.9000000000000004,106537.886133,-0.001272573101668284,1.0653788613299993,0.024854990229999707
2019-07-20,10767.139648,96007.153711,3.9000000000000004,106774.293359,0.002218996777398674,1.0677429335899993,0.02249091796999969
2019-07-21,10599.105469,96007.153711,3.9000000000000004,106606.25918000001,-0.001573732531621852,1.0660625917999993,0.024171259759999675
2019-07-22,10343.106445,96007.153711,3.9000000000000004,106350.260156,-0.0024013507834259595,1.0635026015599993,0.02673124999999965
2019-07-23,9900.767578,96007.153711,3.9000000000000004,105907.921289,-0.0041592645504688885,1.0590792128899993,0.03115463866999968
2019-07-24,9811.925781,96007.153711,3.9000000000000004,105819.079492,-0.000838858849448787,1.0581907949199993,0.03204305663999962
2019-07-25,9911.841797,96007.153711,3.9000000000000004,105918.995508,0.0009442155089580684,1.0591899550799995,0.0310438964799995
2019-07-26,9870.303711,96007.153711,3.9000000000000004,105877.457422,-0.0003921684283426652,1.0587745742199994,0.031459277339999536
2019-07-27,9477.677734,96007.153711,3.9000000000000004,105484.831445,-0.003708305682437185,1.0548483144499994,0.03538553710999959
2019-07-28,9552.860352,96007.153711,3.9000000000000004,105560.01406300001,0.0007127339255332821,1.0556001406299995,0.03463371092999945
2019-07-29,9519.145508,96007.153711,3.9000000000000004,105526.29921900001,-0.0003193902946988514,1.0552629921899996,0.03497085936999933
2019-07-30,0.0,105524.999219,5.2,105524.999219,-1.2319203929522793e-05,1.0552499921899996,0.03498385936999937
2019-07-31,0.0,105524.999219,5.2,105524.999219,0.0,1.0552499921899996,0.03498385936999937
2019-08-01,0.0,105524.999219,5.2,105524.999219,0.0,1.0552499921899996,0.03498385936999937
2019-08-02,0.0,105524.999219,5.2,105524.999219,0.0,1.0552499921899996,0.03498385936999937
2019-08-03,0.0,105524.999219,5.2,105524.999219,0.0,1.0552499921899996,0.03498385936999937
